Track circuit,Description,ID,State,Last locked for Route
TC3434,TC3434: Paths = P11230,null,CLEAR,
TC3435,TC3435: Paths = P11232,null,CLEAR,
TC3436,TC3436: Paths = P11231 P11237 P11238 P11234 P11235,null,CLEAR,
TC3437,TC3437: Paths = P11233 P11200 P11236,null,CLEAR,
TC3438,TC3438: Paths = P11240,null,CLEAR,
TC3439,TC3439: Paths = P11242,null,CLEAR,
TC3440,TC3440: Paths = P11241,null,CLEAR,
TC3441,TC3441: Paths = P11244 P11249 P11250 P11247,null,CLEAR,
TC3442,TC3442: Paths = P11243,null,CLEAR,
TC3443,TC3443: Paths = P11245,null,CLEAR,
TC3444,TC3444: Paths = P11246 P11251 P11254,null,CLEAR,
TC3445,TC3445: Paths = P11253 P11248 P11265 P11270 P11271 P11203 P11268,null,CLEAR,
TC3446,TC3446: Paths = P11255,null,CLEAR,
TC3447,TC3447: Paths = P11256 P11263,null,CLEAR,
TC3448,TC3448: Paths = P11257,null,CLEAR,
TC3449,TC3449: Paths = P11262,null,CLEAR,
TC3450,TC3450: Paths = P11266 P11267 P11258 P11259 P11204 P11275,null,CLEAR,
TC3451,TC3451: Paths = P11264,null,CLEAR,
TC3452,TC3452: Paths = P11272,null,CLEAR,
TC3453,TC3453: Paths = P11273,null,CLEAR,
TC3454,TC3454: Paths = P11274 P11269 P11277,null,CLEAR,
TC3455,TC3455: Paths = P11276,null,CLEAR,
TC3456,TC3456: Paths = P11283 P11285,null,CLEAR,
TC3457,TC3457: Paths = P11278,null,CLEAR,
TC3458,TC3458: Paths = P11279 P11205 P11206 P11290 P11291 P11208 P11287,null,CLEAR,
TC3459,TC3459: Paths = P11280 P11207 P11281 P11282 P11209 P11210 P11301 P11302,null,CLEAR,
TC3460,TC3460: Paths = P11284,null,CLEAR,
TC3461,TC3461: Paths = P11286,null,CLEAR,
TC3462,TC3462: Paths = P11288 P11289 P11292,null,CLEAR,
TC3463,TC3463: Paths = P11293,null,CLEAR,
TC3464,TC3464: Paths = P11294 P11211 P11306 P11307 P11298 P11305,null,CLEAR,
TC3465,TC3465: Paths = P11295 P11299,null,CLEAR,
TC3466,TC3466: Paths = P11296,null,CLEAR,
TC3467,TC3467: Paths = P11300 P11297 P11303 P11304 P11212 P11213 P11313,null,CLEAR,
TC3468,TC3468: Paths = P11310,null,CLEAR,
TC3469,TC3469: Paths = P11311,null,CLEAR,
TC3470,TC3470: Paths = P11312 P11308 P11309 P11315,null,CLEAR,
TC3471,TC3471: Paths = P11314,null,CLEAR,
TC3472,TC3472: Paths = P11336 P11639 P11640 P11338,null,CLEAR,
TC3473,TC3473: Paths = P11316,null,CLEAR,
TC3474,TC3474: Paths = P11637 P11638 P11317 P11318 P11341 P11342 P11340,null,CLEAR,
TC3475,TC3475: Paths = P11333 P11319 P11334 P11335 P11320 P11347,null,CLEAR,
TC3476,TC3476: Paths = P11337,null,CLEAR,
TC3477,TC3477: Paths = P11339,null,CLEAR,
TC3478,TC3478: Paths = P11343,null,CLEAR,
TC3479,TC3479: Paths = P11344,null,CLEAR,
TC3480,TC3480: Paths = P11345 P11349,null,CLEAR,
TC3481,TC3481: Paths = P11346 P11354 P11355 P11357,null,CLEAR,
TC3482,TC3482: Paths = P11348,null,CLEAR,
TC3483,TC3483: Paths = P11350,null,CLEAR,
TC3484,TC3484: Paths = P11351 P11321 P11322 P11323 P11359,null,CLEAR,
TC3485,TC3485: Paths = P11352 P11324 P11353 P11362 P11363 P11326 P11371 P11372 P11398 P11399,null,CLEAR,
TC3486,TC3486: Paths = P11356,null,CLEAR,
TC3487,TC3487: Paths = P11358,null,CLEAR,
TC3488,TC3488: Paths = P11360,null,CLEAR,
TC3489,TC3489: Paths = P19723 P19724 P11366 P11361 P11325 P11364,null,CLEAR,
TC3490,TC3490: Paths = P11367,null,CLEAR,
TC3491,TC3491: Paths = P11368,null,CLEAR,
TC3492,TC3492: Paths = P11369 P11370 P11365 P11373,null,CLEAR,
TC3493,TC3493: Paths = P11374,null,CLEAR,
TC3494,TC3494: Paths = P12813 P12814,null,CLEAR,
TC3495,TC3495: Paths = P11375 P11471 P11472,null,CLEAR,
TC3496,TC3496: Paths = P12802,null,CLEAR,
TC3497,TC3497: Paths = P11376 P11392 P11417 P11418 P11419 P11387,null,CLEAR,
TC3498,TC3498: Paths = P11377,null,CLEAR,
TC3499,TC3499: Paths = P11378,null,CLEAR,
TC3500,TC3500: Paths = P11401 P11402 P11380,null,CLEAR,
TC3501,TC3501: Paths = P11384 P11385,null,CLEAR,
TC3502,TC3502: Paths = P11407 P11408,null,CLEAR,
TC3503,TC3503: Paths = P11517,null,CLEAR,
TC3504,TC3504: Paths = P11381,null,CLEAR,
TC3505,TC3505: Paths = P11405,null,CLEAR,
TC3506,TC3506: Paths = P11519 P11518 P11409,null,CLEAR,
TC3507,TC3507: Paths = P11382 P11388,null,CLEAR,
TC3508,TC3508: Paths = P11386,null,CLEAR,
TC3509,TC3509: Paths = P11383,null,CLEAR,
TC3510,TC3510: Paths = P11389,null,CLEAR,
TC3511,TC3511: Paths = P11390,null,CLEAR,
TC3512,TC3512: Paths = P11391 P11413,null,CLEAR,
TC3513,TC3513: Paths = P11393,null,CLEAR,
TC3514,TC3514: Paths = P11520 P11630 P11631,null,CLEAR,
TC3515,TC3515: Paths = P11632 P11633 P11422,null,CLEAR,
TC3516,TC3516: Paths = P11394,null,CLEAR,
TC3517,TC3517: Paths = P11415,null,CLEAR,
TC3518,TC3518: Paths = P11395,null,CLEAR,
TC3519,TC3519: Paths = P11416,null,CLEAR,
TC3520,TC3520: Paths = P11396,null,CLEAR,
TC3521,TC3521: Paths = P11441,null,CLEAR,
TC3522,TC3522: Paths = P11475 P11476 P11470,null,CLEAR,
TC3523,TC3523: Paths = P11434,null,CLEAR,
TC3524,TC3524: Paths = P11436,null,CLEAR,
TC3525,TC3525: Paths = P11481 P11482 P11467,null,CLEAR,
TC3526,TC3526: Paths = P11435,null,CLEAR,
TC3527,TC3527: Paths = P11438,null,CLEAR,
TC3528,TC3528: Paths = P11483 P11484 P11466,null,CLEAR,
TC3529,TC3529: Paths = P11400 P11327 P11447 P12805 P12806,null,CLEAR,
TC3530,TC3530: Paths = P11404,null,CLEAR,
TC3531,TC3531: Paths = P11406,null,CLEAR,
TC3532,TC3532: Paths = P11410 P11411 P11634 P11635 P11448 P11450,null,CLEAR,
TC3533,TC3533: Paths = P11412,null,CLEAR,
TC3534,TC3534: Paths = P11414,null,CLEAR,
TC3535,TC3535: Paths = P11420 P11473 P11474,null,CLEAR,
TC3536,TC3536: Paths = P11421,null,CLEAR,
TC3537,TC3537: Paths = P11423,null,CLEAR,
TC3538,TC3538: Paths = P11424 P11425 P11430 P11431,null,CLEAR,
TC3539,TC3539: Paths = P11427,null,CLEAR,
TC3540,TC3540: Paths = P11429,null,CLEAR,
TC3541,TC3541: Paths = P11426,null,CLEAR,
TC3542,TC3542: Paths = P11428 P11397 P11443 P11477 P11478 P11469,null,CLEAR,
TC3543,TC3543: Paths = P11432,null,CLEAR,
TC3544,TC3544: Paths = P11433,null,CLEAR,
TC3545,TC3545: Paths = P11479 P11480 P11468,null,CLEAR,
TC3546,TC3546: Paths = P11437,null,CLEAR,
TC3547,TC3547: Paths = P11439,null,CLEAR,
TC3548,TC3548: Paths = P11440 P11455,null,CLEAR,
TC3549,TC3549: Paths = P11442,null,CLEAR,
TC3550,TC3550: Paths = P11449,null,CLEAR,
TC3551,TC3551: Paths = P11451,null,CLEAR,
TC3552,TC3552: Paths = P11452,null,CLEAR,
TC3553,TC3553: Paths = P11453 P11502 P11503 P11494,null,CLEAR,
TC3554,TC3554: Paths = P11454,null,CLEAR,
TC3555,TC3555: Paths = P11505 P11506 P11490,null,CLEAR,
TC3556,TC3556: Paths = P11456,null,CLEAR,
TC3557,TC3557: Paths = P11464 P11465,null,CLEAR,
TC3558,TC3558: Paths = P11459,null,CLEAR,
TC3559,TC3559: Paths = P11462,null,CLEAR,
TC3560,TC3560: Paths = P11457,null,CLEAR,
TC3561,TC3561: Paths = P11458,null,CLEAR,
TC3562,TC3562: Paths = P11463,null,CLEAR,
TC3563,TC3563: Paths = P11461,null,CLEAR,
TC3564,TC3564: Paths = P11460,null,CLEAR,
TC3565,TC3565: Paths = P12807,null,CLEAR,
TC3566,TC3566: Paths = P12808,null,CLEAR,
TC3567,TC3567: Paths = P12809,null,CLEAR,
TC3568,TC3568: Paths = P12810,null,CLEAR,
TC3569,TC3569: Paths = P12811,null,CLEAR,
TC3570,TC3570: Paths = P12812,null,CLEAR,
TC3571,TC3571: Paths = P11489 P11496,null,CLEAR,
TC3572,TC3572: Paths = P11497 P11499 P11498 P11493,null,CLEAR,
TC3573,TC3573: Paths = P12815 P12816,null,CLEAR,
TC3574,TC3574: Paths = P11491,null,CLEAR,
TC3575,TC3575: Paths = P11492,null,CLEAR,
TC3576,TC3576: Paths = P11495,null,CLEAR,
TC3577,TC3577: Paths = P11500,null,CLEAR,
TC3578,TC3578: Paths = P11501,null,CLEAR,
TC3579,TC3579: Paths = P11507,null,CLEAR,
TC3580,TC3580: Paths = P11508,null,CLEAR,
TC3581,TC3581: Paths = P11514 P11515 P11528 P11534,null,CLEAR,
TC3582,TC3582: Paths = P11535,null,CLEAR,
TC3583,TC3583: Paths = P11536 P11330 P11531 P11532 P11568 P11569 P11331 P11566,null,CLEAR,
TC3584,TC3584: Paths = P11537 P11545,null,CLEAR,
TC3585,TC3585: Paths = P11538,null,CLEAR,
TC3586,TC3586: Paths = P11539 P11533 P11332 P11542 P11543 P11547 P11573,null,CLEAR,
TC3587,TC3587: Paths = P11544,null,CLEAR,
TC3588,TC3588: Paths = P11546,null,CLEAR,
TC3589,TC3589: Paths = P11570,null,CLEAR,
TC3590,TC3590: Paths = P11571,null,CLEAR,
TC3591,TC3591: Paths = P11572 P11567 P11575,null,CLEAR,
TC3592,TC3592: Paths = P11574,null,CLEAR,
TC3593,TC3593: Paths = P11579 P11580 P11584,null,CLEAR,
TC3594,TC3594: Paths = P11576,null,CLEAR,
TC3595,TC3595: Paths = P11577 P11548 P11549 P11551 P11588 P11589 P11553 P11586,null,CLEAR,
TC3596,TC3596: Paths = P11578 P11550 P11581 P11582 P11552 P11554 P11555 P11593,null,CLEAR,
TC3597,TC3597: Paths = P11583,null,CLEAR,
TC3598,TC3598: Paths = P11585,null,CLEAR,
TC3599,TC3599: Paths = P11590,null,CLEAR,
TC3600,TC3600: Paths = P11591,null,CLEAR,
TC3601,TC3601: Paths = P11592 P11587 P11595,null,CLEAR,
TC3602,TC3602: Paths = P11594,null,CLEAR,
TC3603,TC3603: Paths = P11599 P11600 P11604,null,CLEAR,
TC3604,TC3604: Paths = P11596,null,CLEAR,
TC3605,TC3605: Paths = P11597 P11556 P11557 P11559 P11609,null,CLEAR,
TC3606,TC3606: Paths = P11598 P11558 P11601 P11602 P11607,null,CLEAR,
TC3607,TC3607: Paths = P11603,null,CLEAR,
TC3608,TC3608: Paths = P11605,null,CLEAR,
TC3609,TC3609: Paths = P11606 P11560 P11618 P11617,null,CLEAR,
TC3610,TC3610: Paths = P11608,null,CLEAR,
TC3611,TC3611: Paths = P11610,null,CLEAR,
TC3612,TC3612: Paths = P11611 P11625 P11626 P11561 P11622,null,CLEAR,
TC3613,TC3613: Paths = P11612 P11620,null,CLEAR,
TC3614,TC3614: Paths = P11613,null,CLEAR,
TC3615,TC3615: Paths = P11614 P11562 P11615 P11616 P11565 P11641 P11666 P11676 P11642 P11643 P11680,null,CLEAR,
TC3616,TC3616: Paths = P11619,null,CLEAR,
TC3617,TC3617: Paths = P11621,null,CLEAR,
TC3618,TC3618: Paths = P11623 P11624 P11627,null,CLEAR,
TC3619,TC3619: Paths = P11628,null,CLEAR,
TC3620,TC3620: Paths = P11629 P11563 P11564 P11670 P11671 P11664 P11665 P11667,null,CLEAR,
TC3621,TC3621: Paths = P11672,null,CLEAR,
TC3622,TC3622: Paths = P11673,null,CLEAR,
TC3623,TC3623: Paths = P11674 P11668 P11669 P11644 P11645 P19727 P19728 P11684 P11647 P11682,null,CLEAR,
TC3624,TC3624: Paths = P11675 P11646 P11677 P11678 P11648 P11649 P11688,null,CLEAR,
TC3625,TC3625: Paths = P11679,null,CLEAR,
TC3626,TC3626: Paths = P11681,null,CLEAR,
TC3627,TC3627: Paths = P11685,null,CLEAR,
TC3628,TC3628: Paths = P11686,null,CLEAR,
TC3629,TC3629: Paths = P11687 P11683 P11690,null,CLEAR,
TC3630,TC3630: Paths = P11689,null,CLEAR,
TC3631,TC3631: Paths = P12798 P12799,null,CLEAR,
TC3632,TC3632: Paths = P11691 P11694,null,CLEAR,
TC3633,TC3633: Paths = P11698 P11699,null,CLEAR,
TC3634,TC3634: Paths = P11692 P11693,null,CLEAR,
TC3635,TC3635: Paths = P11701 P11700,null,CLEAR,
TC3636,TC3636: Paths = P11702 P11703,null,CLEAR,
TC3637,TC3637: Paths = P11706 P11707 P12707,null,CLEAR,
TC3638,TC3638: Paths = P11695 P11708,null,CLEAR,
TC3639,TC3639: Paths = P11705 P11704,null,CLEAR,
TC3640,TC3640: Paths = P11696,null,CLEAR,
TC3641,TC3641: Paths = P11697,null,CLEAR,
TC3642,TC3642: Paths = P11713,null,CLEAR,
TC3643,TC3643: Paths = P11751 P11752 P11711,null,CLEAR,
TC3644,TC3644: Paths = P11715,null,CLEAR,
TC3645,TC3645: Paths = P11750 P12703,null,CLEAR,
TC3646,TC3646: Paths = P12706,null,CLEAR,
TC3647,TC3647: Paths = P11716,null,CLEAR,
TC3648,TC3648: Paths = P11717,null,CLEAR,
TC3649,TC3649: Paths = P11710 P11731 P11732 P11651 P11727,null,CLEAR,
TC3650,TC3650: Paths = P11714,null,CLEAR,
TC3651,TC3651: Paths = P11712,null,CLEAR,
TC3652,TC3652: Paths = P11722 P11725 P12718 P11734 P11735,null,CLEAR,
TC3653,TC3653: Paths = P11718 P11650 P11719 P11720 P11652 P11745,null,CLEAR,
TC3654,TC3654: Paths = P11721 P11709 P12705,null,CLEAR,
TC3655,TC3655: Paths = P11723 P11724 P11726 P12717 P11747,null,CLEAR,
TC3656,TC3656: Paths = P11728,null,CLEAR,
TC3657,TC3657: Paths = P11729,null,CLEAR,
TC3658,TC3658: Paths = P11730 P11653 P11733 P11739,null,CLEAR,
TC3659,TC3659: Paths = P11736,null,CLEAR,
TC3660,TC3660: Paths = P11737,null,CLEAR,
TC3661,TC3661: Paths = P11738 P11741 P11742 P11743,null,CLEAR,
TC3662,TC3662: Paths = P12800 P12801,null,CLEAR,
TC3663,TC3663: Paths = P11740 P11744,null,CLEAR,
TC3664,TC3664: Paths = P11754 P11753 P11749,null,CLEAR,
TC3665,TC3665: Paths = P11755 P11756 P11762,null,CLEAR,
TC3666,TC3666: Paths = P11746,null,CLEAR,
TC3667,TC3667: Paths = P11748,null,CLEAR,
TC3668,TC3668: Paths = P11757,null,CLEAR,
TC3669,TC3669: Paths = P11758 P11654 P11655 P11770 P11771 P11764 P11765 P11768,null,CLEAR,
TC3670,TC3670: Paths = P11759 P11656 P11760 P19729 P19730 P11766 P11767 P11657 P11775,null,CLEAR,
TC3671,TC3671: Paths = P11761,null,CLEAR,
TC3672,TC3672: Paths = P11763,null,CLEAR,
TC3673,TC3673: Paths = P11772,null,CLEAR,
TC3674,TC3674: Paths = P11773,null,CLEAR,
TC3675,TC3675: Paths = P11774 P11777 P11778 P11769 P11658 P11659 P11660 P11796 P11797 P11789 P11790 P11793,null,CLEAR,
TC3676,TC3676: Paths = P11776,null,CLEAR,
TC3677,TC3677: Paths = P11779 P11780 P11781 P11782 P11787,null,CLEAR,
TC3678,TC3678: Paths = P11783 P11661 P11784 P11785 P11791 P11792 P11662 P11801 P11802 P11803,null,CLEAR,
TC3679,TC3679: Paths = P11786,null,CLEAR,
TC3680,TC3680: Paths = P11788,null,CLEAR,
TC3681,TC3681: Paths = P11798,null,CLEAR,
TC3682,TC3682: Paths = P11799,null,CLEAR,
TC3683,TC3683: Paths = P11800 P11794 P11795 P11663 P11805 P11859 P11860 P11852,null,CLEAR,
TC3684,TC3684: Paths = P11804 P11806 P11807 P11850,null,CLEAR,
TC3685,TC3685: Paths = P11849 P11808 P11809 P11861 P11862 P11868 P11869,null,CLEAR,
TC3686,TC3686: Paths = P11851,null,CLEAR,
TC3687,TC3687: Paths = P11853,null,CLEAR,
TC3688,TC3688: Paths = P11854 P11855,null,CLEAR,
TC3689,TC3689: Paths = P11856 P11857 P11858 P11870 P11871 P11810 P11812 P11876 P11877 P11814 P11872,null,CLEAR,
TC3690,TC3690: Paths = P11863 P11811 P11864 P11865 P11813 P11815 P11816 P11878 P11879 P11880,null,CLEAR,
TC3691,TC3691: Paths = P11866,null,CLEAR,
TC3692,TC3692: Paths = P11867,null,CLEAR,
TC3693,TC3693: Paths = P11873 P11874 P11875 P11817 P11818 P11820 P11888 P11889 P11822 P11886,null,CLEAR,
TC3694,TC3694: Paths = P11881 P11819 P11882 P11884,null,CLEAR,
TC3695,TC3695: Paths = P11883 P11821 P11823 P11893 P11894 P11824 P11897,null,CLEAR,
TC3696,TC3696: Paths = P11885,null,CLEAR,
TC3697,TC3697: Paths = P11890,null,CLEAR,
TC3698,TC3698: Paths = P11891,null,CLEAR,
TC3699,TC3699: Paths = P11892 P11887 P11825 P11826 P11828 P11903 P11904 P11830 P11901,null,CLEAR,
TC3700,TC3700: Paths = P11895 P11827 P11899 P11900 P11829 P11831 P11908 P11909 P11910,null,CLEAR,
TC3701,TC3701: Paths = P11896,null,CLEAR,
TC3702,TC3702: Paths = P11898,null,CLEAR,
TC3703,TC3703: Paths = P11905,null,CLEAR,
TC3704,TC3704: Paths = P11906,null,CLEAR,
TC3705,TC3705: Paths = P11907 P11902 P11832 P11833 P11835 P11917,null,CLEAR,
TC3706,TC3706: Paths = P11911 P11834 P11912 P11914,null,CLEAR,
TC3707,TC3707: Paths = P11915,null,CLEAR,
TC3708,TC3708: Paths = P12835 P12836,null,CLEAR,
TC3709,TC3709: Paths = P11916 P11918,null,CLEAR,
TC3710,TC3710: Paths = P11921 P11925,null,CLEAR,
TC3711,TC3711: Paths = P11922 P11927,null,CLEAR,
TC3712,TC3712: Paths = P12843 P12844,null,CLEAR,
TC3713,TC3713: Paths = P11923 P11928,null,CLEAR,
TC3714,TC3714: Paths = P12837 P12838 P11938,null,CLEAR,
TC3715,TC3715: Paths = P11924 P11930,null,CLEAR,
TC3716,TC3716: Paths = P12760 P12833 P12834 P11933 P11934 P11836 P11946 P11947 P11939 P11941,null,CLEAR,
TC3717,TC3717: Paths = P11919,null,CLEAR,
TC3718,TC3718: Paths = P11920 P11931 P11932 P11935,null,CLEAR,
TC3719,TC3719: Paths = P11926,null,CLEAR,
TC3720,TC3720: Paths = P11929,null,CLEAR,
TC3721,TC3721: Paths = P11936 P11937 P11944 P11945 P11837 P11838 P11948 P11956 P11957 P11839 P11954,null,CLEAR,
TC3722,TC3722: Paths = P11940 P11949 P11950 P11952,null,CLEAR,
TC3723,TC3723: Paths = P11943,null,CLEAR,
TC3724,TC3724: Paths = P11942,null,CLEAR,
TC3725,TC3725: Paths = P11951 P11913 P11840 P11961 P11962 P11842 P11963 P11964 P11965,null,CLEAR,
TC3726,TC3726: Paths = P11953,null,CLEAR,
TC3727,TC3727: Paths = P11955 P11959 P11960 P11958 P11841 P11843 P11844 P11845 P11979 P11980 P11969 P11970 P11976,null,CLEAR,
TC3728,TC3728: Paths = P11966 P11846 P11967 P11968 P11971 P11972 P11974 P11975 P11983 P11984 P11985 P11986 P11987,null,CLEAR,
TC3729,TC3729: Paths = P11977 P11973 P11978 P11981 P11982 P11847 P11990 P11991 P11848 P12036 P12037 P12026 P12027 P12032,null,CLEAR,
TC3730,TC3730: Paths = P11992 P11993 P11988 P11989 P11994 P11995 P11996 P11997 P12038 P12039 P12040,null,CLEAR,
TC3731,TC3731: Paths = P12033 P12034 P12035 P11998 P11999 P12000 P12001 P12047 P12048 P12004 P12044,null,CLEAR,
TC3732,TC3732: Paths = P12041 P12042 P12043 P12002 P12003 P12005 P12052 P12053 P12054,null,CLEAR,
TC3733,TC3733: Paths = P12049,null,CLEAR,
TC3734,TC3734: Paths = P12050,null,CLEAR,
TC3735,TC3735: Paths = P12051 P12045 P12046 P12006 P12058,null,CLEAR,
TC3736,TC3736: Paths = P12055 P12007 P12056 P12057 P12061,null,CLEAR,
TC3737,TC3737: Paths = P12059,null,CLEAR,
TC3738,TC3738: Paths = P12060 P12063 P12085 P12086 P12067,null,CLEAR,
TC3739,TC3739: Paths = P12062,null,CLEAR,
TC3740,TC3740: Paths = P12064 P12065,null,CLEAR,
TC3741,TC3741: Paths = P12066 P12030 P12068,null,CLEAR,
TC3742,TC3742: Paths = P12069 P12073,null,CLEAR,
TC3743,TC3743: Paths = P12070 P12075,null,CLEAR,
TC3744,TC3744: Paths = P12841 P12842,null,CLEAR,
TC3745,TC3745: Paths = P12071 P12076,null,CLEAR,
TC3746,TC3746: Paths = P12829 P12830 P12079,null,CLEAR,
TC3747,TC3747: Paths = P12072 P12078,null,CLEAR,
TC3748,TC3748: Paths = P12759 P12831 P12832 P12090 P12091 P12096,null,CLEAR,
TC3749,TC3749: Paths = P12074,null,CLEAR,
TC3750,TC3750: Paths = P12077,null,CLEAR,
TC3751,TC3751: Paths = P12080,null,CLEAR,
TC3752,TC3752: Paths = P12081 P12082,null,CLEAR,
TC3753,TC3753: Paths = P12087,null,CLEAR,
TC3754,TC3754: Paths = P12088,null,CLEAR,
TC3755,TC3755: Paths = P12089 P12083 P12084 P12008 P12010 P12098,null,CLEAR,
TC3756,TC3756: Paths = P12092 P12009 P12093 P12094 P12101,null,CLEAR,
TC3757,TC3757: Paths = P12095,null,CLEAR,
TC3758,TC3758: Paths = P12097,null,CLEAR,
TC3759,TC3759: Paths = P12100,null,CLEAR,
TC3760,TC3760: Paths = P12099 P12012 P12013 P12111 P12112 P12116,null,CLEAR,
TC3761,TC3761: Paths = P12102,null,CLEAR,
TC3762,TC3762: Paths = P12106 P12107 P12011 P12103,null,CLEAR,
TC3763,TC3763: Paths = P12108,null,CLEAR,
TC3764,TC3764: Paths = P12109,null,CLEAR,
TC3765,TC3765: Paths = P12110 P12105 P12104 P12014 P19731 P19732 P12124 P12125 P12016 P12120,null,CLEAR,
TC3766,TC3766: Paths = P12113 P12015 P12118 P12119 P12114 P12017 P12018 P12126,null,CLEAR,
TC3767,TC3767: Paths = P12115,null,CLEAR,
TC3768,TC3768: Paths = P12117,null,CLEAR,
TC3769,TC3769: Paths = P12121 P12122 P12123 P12129,null,CLEAR,
TC3770,TC3770: Paths = P12127,null,CLEAR,
TC3771,TC3771: Paths = P12128,null,CLEAR,
TC3772,TC3772: Paths = P12790 P12791,null,CLEAR,
TC3773,TC3773: Paths = P12133 P12134,null,CLEAR,
TC3774,TC3774: Paths = P12139,null,CLEAR,
TC3775,TC3775: Paths = P12130,null,CLEAR,
TC3776,TC3776: Paths = P12136 P12135,null,CLEAR,
TC3777,TC3777: Paths = P12131,null,CLEAR,
TC3778,TC3778: Paths = P12137,null,CLEAR,
TC3779,TC3779: Paths = P12132,null,CLEAR,
TC3780,TC3780: Paths = P12138 P12028 P12029 P12190 P12191,null,CLEAR,
TC3781,TC3781: Paths = P12314 P12315 P12141 P12145 P12153 P12160,null,CLEAR,
TC3782,TC3782: Paths = P12140 P12031 P12142 P12143 P12149,null,CLEAR,
TC3783,TC3783: Paths = P12316 P12317 P12144 P12146 P12147,null,CLEAR,
TC3784,TC3784: Paths = P12158 P12159 P12164 P12165 P12203,null,CLEAR,
TC3785,TC3785: Paths = P12148,null,CLEAR,
TC3786,TC3786: Paths = P12156 P12157 P12721 P12788 P12789 P12209 P12210 P12169 P12170 P12171 P12235,null,CLEAR,
TC3787,TC3787: Paths = P12150,null,CLEAR,
TC3788,TC3788: Paths = P12151,null,CLEAR,
TC3789,TC3789: Paths = P12154 P12155 P12719 P12720 P12211,null,CLEAR,
TC3790,TC3790: Paths = P12152,null,CLEAR,
TC3791,TC3791: Paths = P12161,null,CLEAR,
TC3792,TC3792: Paths = P12162,null,CLEAR,
TC3793,TC3793: Paths = P12166 P12167 P12163 P12172 P12173,null,CLEAR,
TC3794,TC3794: Paths = P12168,null,CLEAR,
TC3795,TC3795: Paths = P12212 P12213,null,CLEAR,
TC3796,TC3796: Paths = P12174,null,CLEAR,
TC3797,TC3797: Paths = P12184,null,CLEAR,
TC3798,TC3798: Paths = P12320 P12319 P12214 P12175,null,CLEAR,
TC3799,TC3799: Paths = P12180,null,CLEAR,
TC3800,TC3800: Paths = P12178,null,CLEAR,
TC3801,TC3801: Paths = P12183,null,CLEAR,
TC3802,TC3802: Paths = P12303 P12302 P12177,null,CLEAR,
TC3803,TC3803: Paths = P12181,null,CLEAR,
TC3804,TC3804: Paths = P12299 P12298,null,CLEAR,
TC3805,TC3805: Paths = P12301 P12300 P12176,null,CLEAR,
TC3806,TC3806: Paths = P12782,null,CLEAR,
TC3807,TC3807: Paths = P12783,null,CLEAR,
TC3808,TC3808: Paths = P12784,null,CLEAR,
TC3809,TC3809: Paths = P12179,null,CLEAR,
TC3810,TC3810: Paths = P12182,null,CLEAR,
TC3811,TC3811: Paths = P12764 P12763 P12192 P12313 P12781 P12780,null,CLEAR,
TC3812,TC3812: Paths = P12186,null,CLEAR,
TC3813,TC3813: Paths = P12194,null,CLEAR,
TC3814,TC3814: Paths = P12185,null,CLEAR,
TC3815,TC3815: Paths = P12188 P12189 P12220,null,CLEAR,
TC3816,TC3816: Paths = P12193,null,CLEAR,
TC3817,TC3817: Paths = P12222,null,CLEAR,
TC3818,TC3818: Paths = P12195,null,CLEAR,
TC3819,TC3819: Paths = P12197 P12206,null,CLEAR,
TC3820,TC3820: Paths = P12207 P12208 P12196 P12216 P12239,null,CLEAR,
TC3821,TC3821: Paths = P12311 P12312 P12215 P12201,null,CLEAR,
TC3822,TC3822: Paths = P12198,null,CLEAR,
TC3823,TC3823: Paths = P12199 P12304 P12305,null,CLEAR,
TC3824,TC3824: Paths = P12202,null,CLEAR,
TC3825,TC3825: Paths = P12785,null,CLEAR,
TC3826,TC3826: Paths = P12200 P12306 P12307 P12226,null,CLEAR,
TC3827,TC3827: Paths = P12308 P12309,null,CLEAR,
TC3828,TC3828: Paths = P12204,null,CLEAR,
TC3829,TC3829: Paths = P12205,null,CLEAR,
TC3830,TC3830: Paths = P12786,null,CLEAR,
TC3831,TC3831: Paths = P12787,null,CLEAR,
TC3832,TC3832: Paths = P12219 P12187 P12217 P12233,null,CLEAR,
TC3833,TC3833: Paths = P12221,null,CLEAR,
TC3834,TC3834: Paths = P12224,null,CLEAR,
TC3835,TC3835: Paths = P12714 P12713 P12310,null,CLEAR,
TC3836,TC3836: Paths = P12792 P12793,null,CLEAR,
TC3837,TC3837: Paths = P12223,null,CLEAR,
TC3838,TC3838: Paths = P12225,null,CLEAR,
TC3839,TC3839: Paths = P12227 P12019 P12255 P12256 P12020 P12821 P12822,null,CLEAR,
TC3840,TC3840: Paths = P12228,null,CLEAR,
TC3841,TC3841: Paths = P12229,null,CLEAR,
TC3842,TC3842: Paths = P12232,null,CLEAR,
TC3843,TC3843: Paths = P12244,null,CLEAR,
TC3844,TC3844: Paths = P12234,null,CLEAR,
TC3845,TC3845: Paths = P12236,null,CLEAR,
TC3846,TC3846: Paths = P12237,null,CLEAR,
TC3847,TC3847: Paths = P12238 P12242,null,CLEAR,
TC3848,TC3848: Paths = P12240,null,CLEAR,
TC3849,TC3849: Paths = P12241 P12318 P12817 P12818,null,CLEAR,
TC3850,TC3850: Paths = P12246 P12247 P12248,null,CLEAR,
TC3851,TC3851: Paths = P12243 P12230 P12231 P12218 P12252 P12819 P12820,null,CLEAR,
